,X,Year,Site,Temp,pcnt,Pop,PopWt,PopSE,Species,BMpcnt,pcntSE
2954,2954,2013,C58,13.16101695,0.266666667,5.568768502,2.833333333,0.80040658,Species10,0.432999762,0.114179845
2955,2955,2013,C04,14.00677966,0.222222222,0.086531437,0.5,0.622706818,Species10,0.430470022,0.138579903
2957,2957,2013,C13,13.26779661,0,0.361190127,1.75,0.689705093,Species10,5.438345046,0.212132034
2958,2958,2013,C37,13.55932203,0.384615385,1.351398279,18,0.440078842,Species10,-0.254360305,0.134932003
2959,2959,2013,C69,13.83050847,0.363636364,0.569304207,3.3,0.637507872,Species10,-1.522828047,0.145040734
2960,2960,2013,C36,14.00677966,0.351351351,-0.47262414,14,0.252736421,Species10,-0.09563035,0.07848284
2961,2961,2013,C31,13.34067797,0.333333333,0.061285379,0.966666667,0.359009076,Species10,-0.677897841,0.136082763
2966,2966,2005,C19,15.08813559,0.484536082,-0.103816452,1,0.48478341,Species10,-0.267734904,0.050743022
2967,2967,2005,C56,15.47627119,0.5,0.205791506,1,0.738542565,Species10,-0.508101564,0.091287093
2968,2968,2005,C48,15.62711864,0,-0.763973233,7,0.523528196,Species10,0.023432064,0.113389342
2969,2969,2005,C60,16.07288136,0.5,0,1.00E-04,0.420305195,Species10,-1.151679141,0.069337525
2970,2970,2005,C02,15.16779661,1,2.190667177,3,1.830984756,Species10,-1.668263543,0
2972,2972,2005,C30,15.39322034,0.071428571,0.12854075,1.666666667,0.413142479,Species10,1.206068135,0.068830294
2975,2975,2005,C20,15.09322034,0,0.041308297,0.338095238,0.542531387,Species10,-2.635542615,0.3
2976,2976,2005,C53,15.59152542,0.05,0.351484122,2,0.624189092,Species10,-3.327081419,0.048733972
2977,2977,2005,C61,15.47457627,0.791666667,0.055612552,0.666666667,0.412453469,Species10,0.044311062,0.058617858
2978,2978,2005,C55,15.47457627,0.716814159,-0.400480381,2.5,0.617216881,Species10,0.862683193,0.042383794
2980,2980,2005,C31,14.86271186,0.4,0.028594596,0.2,0.593741331,Species10,-1.447191282,0.109544512
2983,2983,2005,C09,15.09322034,0,0,1.00E-04,3.937476642,Species10,0.17243191,0.3
2985,2985,2005,C11,15.16779661,0.740740741,4.075591563,9.5,0.379374882,Species10,2.046461271,0.084337043
2986,2986,2005,C32,15.47457627,0.846153846,0.062053969,0.857142857,0.384967015,Species10,1.194867697,0.100068252
2987,2987,2008,C30,15.93220339,0.095238095,0.104695537,2.5,0.296346991,Species10,-0.827106934,0.064056448
2989,2989,2008,C56,16.15932203,0.225806452,-0.621159994,2.333333333,0.878363644,Species10,0.749298652,0.075095186
2990,2990,2008,C46,14.9,0,-4.760372944,0.5,2.724614863,Species10,1.640884098,0.3
2993,2993,2008,C02,15.95762712,0,-0.260328986,1.5,0.618556598,Species10,4.087248026,0.212132034
2994,2994,2008,C32,16.10169492,0.736842105,-0.919214347,11.08333333,0.465361712,Species10,-2.374739193,0.071433778
2996,2996,2008,C53,16.25762712,0.6,0.401600369,3.5,0.454086588,Species10,-1.852323829,0.219089023
2997,2997,2008,C13,15.71355932,0,0.682009755,1,2.586940042,Species10,-6.495670148,0.3
2999,2999,2008,C09,15.74067797,0.5,-0.24881459,0.5,2.312974789,Species10,1.636533303,0.133630621
3000,3000,2008,C24,15.71355932,1,0.621085131,1.166666667,2.466653309,Species10,-0.242208557,0
3001,3001,2008,C69,15.95762712,0.8,-0.180968122,2.5,0.398613575,Species10,-1.966804396,0.126491106
3002,3002,2008,C31,15.4779661,0.611111111,0,1.00E-04,0.527113931,Species10,-0.356225744,0.114904386
3009,3009,2006,C19,16.09661017,0.329268293,-0.24691591,2,0.510148341,Species10,0.760608625,0.051897023
3010,3010,2006,C02,15.76779661,0,-0.680075099,1.666666667,1.578500211,Species10,5.481825814,0.212132034
3012,3012,2006,C60,16.56779661,0.645833333,0.179489183,2.5,0.386015133,Species10,-2.015783492,0.069030887
3013,3013,2006,C56,16.10338983,0.529411765,-0.205791506,1,0.738542565,Species10,-0.396640101,0.121057825
3014,3014,2006,C30,16.01186441,0.25,0.30885642,5,0.373224305,Species10,-0.377373273,0.088388348
3017,3017,2006,C66,15.33220339,0,-0.282593605,0.25,4.179621016,Species10,-1.539740358,0.173205081
3018,3018,2006,C53,16.33898305,0,0.781811649,8,0.4841976,Species10,-1.783658918,0.15
3020,3020,2006,C32,16.28813559,0.68,-0.163012688,2.142857143,0.407080707,Species10,-0.558208706,0.09329523
3022,3022,2006,C55,16.28813559,0.541666667,-0.894161932,3,1.326886657,Species10,1.376389762,0.071917761
3023,3023,2006,C09,15.5779661,0,0.284405896,0.5,2.312844672,Species10,-0.002815754,0.1
3025,3025,2006,C24,15.31186441,0.5,0.897139559,1,2.265718182,Species10,-0.437357726,0.25
3026,3026,2006,C13,15.31186441,0,1.353247444,1.5,2.446797613,Species10,2.099251057,0.3
3027,3027,2006,C11,15.76779661,0,0.050443825,0.5,0.464073661,Species10,1.223676379,0.08660254
3028,3028,2006,C61,16.28813559,0.428571429,-0.079032187,0.936507937,0.403435274,Species10,-0.053385289,0.093521953
3029,3029,2006,C31,15.41355932,0.888888889,0.131859668,1,0.538946458,Species10,0.516371184,0.10475656
3034,3034,2009,C46,14.46610169,0,6.544971488,3,0.802996145,Species10,-0.618366174,0.134164079
3035,3035,2009,C56,15.81864407,0.47826087,0.685164339,2.666666667,0.787915418,Species10,0.207903085,0.104158619
3036,3036,2009,C69,15.42881356,0.714285714,-0.462517622,4.666666667,0.467811493,Species10,1.602574002,0.170746944
3038,3038,2009,C47,14.72033898,0.428571429,-0.085129125,0.274509804,0.882931305,Species10,0.347113441,0.187043906
3039,3039,2009,C53,15.90508475,0.705882353,0.309139236,3.833333333,0.429599392,Species10,0.116968945,0.110510169
3040,3040,2009,C30,15.83220339,0.52173913,0,1.00E-04,0.285629429,Species10,-0.639626796,0.104158619
3041,3041,2009,C78,15.46440678,0.411764706,1.657965782,4.5,1.8829624,Species10,1.747647455,0.119364625
3042,3042,2009,C31,15.44745763,0.909090909,0.48035707,5.3,0.453456928,Species10,0.497555136,0.086678417
3046,3046,2009,C09,15.35932203,0,0.132126002,0.25,1.339622971,Species10,0.5531354,0.1
3048,3048,2009,C24,15.33050847,1,-0.06837658,0.166666667,0.88692456,Species10,-5.201099029,0
3050,3050,2007,C30,16.00847458,0.413793103,0.185411711,3.833333333,0.3270196,Species10,-1.191444765,0.091457239
3053,3053,2007,C56,16.1,0.444444444,0.141787162,0.666666667,0.653320383,Species10,0.302369622,0.095629218
3054,3054,2007,C46,14.88305085,0,0,1.00E-04,5.449229726,Species10,6.407590456,0.212132034
3056,3056,2007,C09,15.87627119,0.473684211,0.116688587,0.25,1.030706386,Species10,0.178142311,0.114548882
3058,3058,2007,C53,16.2440678,0.1,-0.73359991,7.666666667,0.491897671,Species10,-2.172403139,0.09486833
3059,3059,2007,C02,16.02372881,0.333333333,1.341473581,4.833333333,1.97798221,Species10,-0.910555489,0.272165527
3065,3065,2007,C69,16.02372881,0.428571429,-0.026141403,0.4,0.389201732,Species10,-2.570474593,0.187043906
3066,3066,2007,C32,16.08813559,0.411764706,0.420869786,6.333333333,0.386152444,Species10,0.026237805,0.119364625
3067,3067,2007,C31,15.51186441,0.434782609,0.059935452,0.5,0.486220639,Species10,-0.853117748,0.103366526
3068,3068,2007,C24,15.69661017,1,-0.219926111,0.333333333,2.466653309,Species10,-1.217622132,0
3069,3069,2010,C58,14.80338983,0.095238095,1.070451054,2.416666667,2.81285747,Species10,0.508965587,0.064056448
3070,3070,2010,C56,15.43220339,0.392857143,-0.064004345,0.333333333,0.679975157,Species10,0.663143432,0.092296186
3071,3071,2010,C04,15.26779661,0.787234043,0.104657424,0.5,0.744824293,Species10,-0.208003879,0.059697216
3072,3072,2010,C19,15.26779661,0.5,0,1.00E-04,0.307177708,Species10,-0.556476823,0.058925565
3073,3073,2010,C69,15.25254237,0.166666667,-0.042912505,0.333333333,0.520648599,Species10,-1.184646388,0.107582871
3074,3074,2010,C49,14.85254237,0.683333333,0.578734642,6.333333333,0.458087514,Species10,-1.23011477,0.060053988
3077,3077,2010,C65,15.70847458,0.448275862,-0.123138722,1.4,0.428352025,Species10,-0.001372369,0.065300976
3078,3078,2010,C20,14.85254237,0.5,0.33078663,3.454248366,0.457083721,Species10,0.474080323,0.353553391
3079,3079,2010,C66,14.4,0,0.401616942,0.666666667,2.432543307,Species10,-1.434346636,0.15
3080,3080,2010,C78,15.26779661,0.117647059,0.371361943,2.5,0.569992811,Species10,-0.041400093,0.07814249
3081,3081,2010,C06,14.10677966,0.212121212,0.870014887,0.35,3.027219673,Species10,-0.821056067,0.071164726
3083,3083,2010,C46,13.69152542,0,-6.544971488,3,0.802996145,Species10,-1.782174588,0.15
3085,3085,2010,C02,15.25254237,0.285714286,0.444296172,4.5,0.476753686,Species10,-1.574046684,0.170746944
3087,3087,2010,C30,15.32881356,0.185185185,0.26098174,7.5,0.270347251,Species10,-2.360173491,0.074756799
3089,3089,2010,C47,14.13898305,1,0.291719954,1.046439628,0.797670442,Species10,-4.536509973,0
3091,3091,2010,C09,14.85254237,0.263157895,0.637179725,1.8,1.107545726,Species10,-0.725738574,0.101022618
3092,3092,2010,C31,14.51186441,0.5,-0.118279701,1.55,0.405913159,Species10,-2.768777956,0.176776695
3095,3095,2010,C57,14.39661017,0,0,1.00E-04,0,Species10,1.341359322,0.051449576
3097,3097,2010,C73,14.40508475,0,-0.231095747,0.833333333,0.776495906,Species10,-0.750180628,0.113389342
3098,3098,2010,C01,14.85254237,0.833333333,0.284023854,3.3125,0.426315038,Species10,0.220249462,0.152145155
3099,3099,2010,C13,14.63559322,0,0.601032039,1.666666667,1.106273746,Species10,-1.806132412,0.15
3100,3100,2010,C36,15.26779661,0.418181818,0,1.00E-04,0.316660128,Species10,-1.020377538,0.066511214
3105,3105,2010,C24,14.63559322,1,0.249258644,0.666666667,1.026314531,Species10,1.444091842,0
3108,3108,2011,C27,15.91694915,0.571428571,0.323352435,10,0.268111778,Species10,-0.489429603,0.076360355
3109,3109,2011,C56,15.34237288,0.463414634,-0.325186698,1.4,0.74143087,Species10,-0.387895496,0.077877564
3110,3110,2011,C06,14.82542373,0.409836066,-0.181540612,0.1,6.054439346,Species10,-0.400234285,0.062968957
3111,3111,2011,C19,15.14576271,0.475177305,-0.353678433,6,0.343883272,Species10,-0.190957969,0.042055673
3113,3113,2011,C66,14.74237288,0,0,1.00E-04,1.23155338,Species10,0.122295363,0.122474487
3114,3114,2011,C46,14.50677966,0,0,1.00E-04,0,Species10,0.602688886,0.3
3115,3115,2011,C02,15.1779661,0.444444444,-0.127350357,1.5,0.409293911,Species10,-1.103788954,0.117121395
3116,3116,2011,C36,15.14576271,0.5,0.380288079,9.333333333,0.287774963,Species10,-0.180407048,0.058925565
3117,3117,2011,C47,14.83389831,0.307692308,-0.073418611,0.292763158,0.796423585,Species10,-1.896689846,0.128007738
3118,3118,2011,C30,15.54745763,0.378787879,-0.988486157,20.5,0.326721384,Species10,-1.086724006,0.059709857
3121,3121,2011,C58,14.92711864,0.25,0.058671877,0.222222222,0.801746567,Species10,-0.442813224,0.072168784
3122,3122,2011,C49,14.96271186,0.518518519,-0.04389772,0.619047619,0.392503242,Species10,-0.400749785,0.096159024
3123,3123,2011,C78,15.14576271,0.166666667,-0.064049205,0.5,0.554299709,Species10,0.509400542,0.068041382
3125,3125,2011,C01,14.96271186,0.833333333,0.004165367,0.055921053,0.398731471,Species10,0.202384175,0.107582871
3128,3128,2011,C13,15.08305085,0.375,-0.199307143,0.666666667,0.944019767,Species10,-0.285627042,0.171163299
3129,3129,2011,C04,15.14576271,0.416666667,0,1.00E-04,0.68798452,Species10,0.516246351,0.142318761
3130,3130,2011,C73,14.67966102,0.1875,0.319886025,1.208333333,0.820686439,Species10,-0.641639739,0.097578094
3131,3131,2011,C24,15.08305085,0.636363636,-0.086356805,0.25,1.084309764,Species10,2.715883176,0.145040734
3133,3133,2011,C31,15.10169492,0.315789474,0.344850714,5.083333333,0.377493902,Species10,0.707229585,0.106639205
3135,3135,2011,C69,15.1779661,0.5,-0.61690653,3.5,0.657084757,Species10,1.047095324,0.079056942
3136,3136,2011,C09,14.96271186,0.21875,-0.291772715,0.966666667,0.887689117,Species10,-0.654110466,0.073079246
3138,3138,2011,C76,14.83389831,0,0.086340791,0.333333333,0.796628688,Species10,3.571028163,0.106066017
3142,3142,1999,C28,14.95,0,0.219959824,0.105263158,4.997609651,Species11,-5.194835332,0.3
3143,3143,1999,C07,14.08636364,0,0,1.00E-04,0,Species11,1.255188555,0.3
3151,3151,2000,C32,16.34090909,0.5,1.353021258,0.75,2.586213966,Species11,2.806273022,0.353553391
3168,3168,2003,C19,16.76363636,0,0,1.00E-04,1.180902579,Species11,0.528473705,0.3
3172,3172,2004,C53,15.62727273,0,0.680275412,0.5,2.85978667,Species11,1.725992311,0.173205081
3177,3177,2010,C47,14.99090909,0,-0.068410151,0.076190476,4.676087131,Species11,0.276132796,0.212132034
3179,3179,2010,C04,16.03181818,0.3,0,1.00E-04,0,Species11,-0.26038555,0.083666003
3180,3180,2010,C73,15.25909091,0,0.2214296,0.25,4.760372944,Species11,2.99128905,0.212132034
3181,3181,2010,C09,15.54545455,0,-0.285613819,0.333333333,4.795790546,Species11,-0.411107824,0.3
3182,3182,2010,C19,16.03181818,0,5.303304908,2,0.545994874,Species11,-2.145119194,0.113389342
3183,3183,2010,C36,16.03181818,1,4.933977655,2,0.544519049,Species11,-3.852560901,0
3185,3185,2009,C47,15.25,0,0.391939834,0.373626374,4.676087131,Species11,5.109064081,0.3
3186,3186,2009,C53,16.23636364,0.083333333,0.686648628,1,2.85978667,Species11,-1.670670014,0.079785592
3188,3188,2005,C53,17.63181818,0.125,-0.680275412,0.5,2.571050922,Species11,0.637604981,0.116926793
3192,3192,2005,C19,16.64545455,0,-1.091989748,2,2.853555132,Species11,-0.264166324,0.3
3193,3193,2006,C53,17.87272727,0,0.964713487,0.833333333,2.516462356,Species11,-0.678167494,0.134164079
3196,3196,2006,C09,17.01818182,0,0.463837114,0.3,4.795790546,Species11,-4.657707773,0.3
3197,3197,2006,C32,17.91818182,0,0.399842139,0.333333333,4.484935517,Species11,-0.566744997,0.3
3199,3199,2008,C53,15.94545455,0,-0.401137435,0.5,2.718107108,Species11,-2.163584298,0.122474487
3202,3202,2008,C32,15.73636364,0,-0.806206786,1.666666667,2.618298024,Species11,-3.566237032,0.3
3203,3203,2007,C53,17.18181818,0,0.11669936,0.166666667,2.987107838,Species11,-0.202532163,0.15
3205,3205,2007,C09,16.92727273,0,0.221079567,0.2,4.795790546,Species11,-2.837456055,0.173205081
3207,3207,2007,C32,17.03636364,0,1.091065473,2,2.788000495,Species11,-4.126299324,0.3
3212,3212,2011,C04,15.84090909,0.066666667,4.615120517,1,2.651652454,Species11,1.427658901,0.064406119
3214,3214,2011,C19,15.84090909,0.2,-0.286025071,0.5,2.652888518,Species11,-0.07719383,0.178885438
3215,3215,2011,C73,15.58636364,0.285714286,-0.040536132,0.05,4.760372944,Species11,1.959266968,0.170746944
3216,3216,2011,C09,15.60909091,0,0.285613819,0.333333333,3.087933635,Species11,-2.900158165,0.212132034
3218,3218,2011,C36,15.84090909,1,0.285880998,0.666666667,1.030746036,Species11,0.975556485,0
3219,3219,2011,C76,15.70454545,0,0.073495928,0.076923077,4.759955585,Species11,-1.197920793,0.3
3220,3220,2013,C18,16.00909091,0,-0.152852208,0.5,0.883475429,Species11,-0.6116901,0.05
3222,3222,2013,C04,15.45454545,0,1.091989748,2,2.853555132,Species11,-0.081343142,0.075
3225,3225,2013,C47,14.23636364,0,0.079148678,0.066666667,4.676087131,Species11,-0.472092717,0.212132034
3226,3226,2013,C17,16.00909091,0,0,1.00E-04,1.083538939,Species11,-0.517506562,0.212132034
3227,3227,2013,C09,15.15,0,-0.68695521,0.666666667,2.742398467,Species11,-1.338760989,0.3
3228,3228,2013,C36,15.45454545,0,0.685975145,1,2.619496679,Species11,0.055843648,0.3
3230,3230,2013,C79,15.61818182,0,-6.478509642,3,0.802877899,Species11,-2.914738315,0.3
3233,3233,2012,C73,14.90909091,0,0.421342735,0.633333333,3.271058692,Species11,1.644677657,0.3
3234,3234,2012,C04,15.32727273,0.055555556,0,1.00E-04,4.615120517,Species11,0.878767473,0.053990295
3235,3235,2012,C09,14.98636364,0,0,1.00E-04,4.795790546,Species11,0.900409839,0.212132034
3236,3236,2012,C19,15.32727273,0,-0.40215932,0.5,3.197647328,Species11,-1.429016409,0.173205081
3238,3238,2012,C36,15.32727273,0.5,-0.971856143,1.666666667,2.668520304,Species11,-0.280659459,0.353553391
3251,3251,2000,C24,14.17,0.421383648,-0.219889281,4,0.335730038,Species12,0.944638449,0.039159364
3252,3252,2000,C02,14.35,0.534722222,-0.12252284,7,0.184316316,Species12,1.035228014,0.029391654
3253,3253,2000,C31,14.08,0.482758621,-0.104580623,4,0.227725298,Species12,1.521013595,0.065614172
3254,3254,2000,C09,14.21,0.205479452,0.132043638,2,0.379384093,Species12,-0.02911256,0.047290656
3255,3255,2000,C08,14.06,0.665024631,-1.14907131,26.92424242,0.323841075,Species12,0.159088759,0.033126632
3256,3256,2000,C32,14.06,0.43902439,-1.354821805,27.175,0.36490237,Species12,-1.016404427,0.038752024
3257,3257,2000,C13,14.17,0.573476703,-0.220203425,4,0.335663989,Species12,-0.590221538,0.029609234
3259,3259,2000,C43,13.9,0.278481013,3.838355564,1.75,2.184170591,Species12,-0.917390489,0.050432225
3263,3263,2000,C14,13.89,0,-0.503378852,2.666666667,0.689387969,Species12,0.669441382,0.212132034
3265,3265,1996,C32,10.07,0.165217391,-0.067929596,2.75,0.222644293,Species12,2.72955878,0.03463105
3266,3266,1996,C24,9.91,0.190721649,-0.067757267,1,0.376029524,Species12,1.250581513,0.028206428
3267,3267,1996,C09,9.97,0.133333333,-1.34180502,16.86666667,0.467822627,Species12,-0.197572916,0.033174223
3268,3268,1996,C08,10.07,0.445595855,-0.067071143,3.018181818,0.206087547,Species12,0.565263735,0.035777101
3269,3269,1996,C02,10.05,0.295620438,0.346881339,26,0.166486418,Species12,1.454346007,0.027567369
3270,3270,1996,C20,9.97,0.222222222,-1.382775021,52.25,0.26880064,Species12,-0.31772708,0.03843515
3272,3272,1996,C19,10.16,0.315789474,-0.248696626,2,0.515680104,Species12,1.576699709,0.106639205
3273,3273,1996,C16,10.21,0,0.727632795,25.5,0.249570077,Species12,5.254320468,0.212132034
3274,3274,1996,C31,9.8,0,0.022840983,1,0.208716977,Species12,3.958611562,0.067082039
3277,3277,1996,C11,10.05,0,-0.055914553,1,0.351493348,Species12,0.16316492,0.06
3278,3278,1996,C06,9.29,0,0,1.00E-04,5.208492117,Species12,0.36580011,0.15
3279,3279,1996,C04,10.16,0.2,0,1.00E-04,0,Species12,0.454260922,0.178885438
3282,3282,1997,C32,14.65,0.231343284,-0.320637022,10.73214286,0.243355631,Species12,1.313305642,0.036428582
3283,3283,1997,C02,14.78,0.361386139,-0.896140956,52.5,0.199046971,Species12,-0.720651122,0.033800975
3284,3284,1997,C09,14.6,0.193333333,0.626600992,5.2,0.484355531,Species12,-0.860665163,0.032244437
3285,3285,1997,C25,14.53,0.011627907,-0.233746716,8,0.251938077,Species12,-0.706732392,0.011560105
3286,3286,1997,C11,14.78,0.371681416,1.189645436,39.75,0.265704202,Species12,1.429213658,0.045460704
3287,3287,1997,C20,14.6,0.294964029,1.16765894,38.75,0.270471203,Species12,-0.737251453,0.038679671
3289,3289,1997,C24,14.54,0.291428571,0.876347745,20,0.310275243,Species12,-0.529673908,0.034350958
3291,3291,1997,C07,14.15,0,-0.02397216,1,0.213324466,Species12,-0.102111135,0.062554324
3292,3292,1997,C08,14.65,0.428571429,-0.211473482,8.292929293,0.213221887,Species12,-0.316874615,0.046760976
3295,3295,1997,C19,14.38,0.085714286,0.132059722,1,0.540764912,Species12,0.501750299,0.047318781
3300,3300,1997,C06,13.3,0,1.266404146,1.542857143,3.151725565,Species12,-2.68610744,0.3
3302,3302,1997,C37,14.36,0.5,0.136667761,5,0.224537271,Species12,-0.290027167,0.353553391
3303,3303,1995,C08,9.58,0.651724138,0.271358482,11.05714286,0.223455441,Species12,0.999693011,0.027976578
3305,3305,1995,C09,9.52,0.255208333,0.58918284,10.16666667,0.36173431,Species12,1.476394314,0.03146402
3306,3306,1995,C06,9.78,1,-0.842093827,0.8,3.151725565,Species12,-9.041163441,0
3307,3307,1995,C16,10.22,0,-0.224587079,6,0.267341691,Species12,3.8924633,0.3
3308,3308,1995,C07,8.84,0.105263158,-0.471084938,17.63095238,0.244803685,Species12,2.511878346,0.0704059
3311,3311,1995,C04,9.11,0.333333333,0,1.00E-04,0,Species12,2.409310836,0.272165527
3313,3313,2001,C11,13.28,0.226666667,-0.304117538,14,0.214637136,Species12,1.993450098,0.048344443
3314,3314,2001,C13,12.65,0.446043165,0.20359591,3.666666667,0.346300512,Species12,-1.525568352,0.029812885
